ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment
nana1257-GB324,nana1257,,haj-ha-ni,what-PST-3SG,What did s/he do?,
nana1257-GB325,nana1257,,hadu,,how many,
nana1257-GB325,nana1257,,hadu,,how much,
nana1257-GB326,nana1257,,ci gerbu-si uj,2SG name-2SG.POSS who,What is your name?,
nana1257-GB326,nana1257,,ueken-du haj aba,box-DAT what NEG,What isnt there in the box?,
nana1257-GB408,nana1257,,mapa ogda-va aŋo-ni,old.man boat-ACC make-3SG,An man is making a boat.,
nana1257-GB432,nana1257,,si ogda-si,2SG boat-2SG,your boat,
nana1257-GB432,nana1257,,učenik daŋsa-ni,pupil book-3SG.POSS,pupils book,
nana1257-GB433,nana1257,,si ogda-si,2SG boat-2SG,your boat,
nana1257-TE039,nana1257,,bu:ri,give.PROG,is giving,
nana1257-TE039,nana1257,,buri,bow,bow,
nana1257-TE050,nana1257,,džuer dangsa,two book,two books,
nana1257-TE050,nana1257,,džuer naj,two person,two people,
nana1257-TE050,nana1257,,ilan naj-sal,three person-PL,three people,
nana1257-TE066,nana1257,,min-du mi daŋsa-iva bugu-ru,1SG.OBL-DAT 1SG book-ACC give-IMP,Give me my book back!,
nana1257-TS003,nana1257,,taja ŋala,that hand,that hand,
nana1257-TS003,nana1257,,tej poezda-sal,that train-PL,those trains,
nana1257-TS005,nana1257,,si ogda-si,2SG boat-2SG,your boat,
nana1257-TS006,nana1257,,si ogda-si,2SG boat-2SG,your boat,
nana1257-TS009,nana1257,,hemtu naj,all person,all people,
nana1257-TS010,nana1257,,naj hemtu,person all,all people,
nana1257-TS079,nana1257,,giol-ba,paddle-ACC,paddle,
nana1257-TS079,nana1257,,seul-be,scull-ACC,,
negi1245-GB026,negi1245,,bọjunmọ va:ča:v anamma,deer kill.PST fat,"I/You/He/She (Masc.) has/have killed a deer, a fat one.",
negi1245-GB027,negi1245,,əmən asatka-kkan bi-ča-n amin-ǯi,one girl-DIM be-PST-3SG father-INS,A girl lived with the father.,
negi1245-GB027,negi1245,,ətixən-ǯi atixan-ǯi bi-ča-tin,old.man-INS old.woman-INS be-PST-3PL,There lived an man with an woman.,
negi1245-GB028,negi1245,,bu:,1PL.EXCL,we,
negi1245-GB035,negi1245,,əj,this,this,
negi1245-GB035,negi1245,,taj,that,that,
negi1245-GB039,negi1245,,adeli-sal,net-PL,nets,
negi1245-GB039,negi1245,,džo:-sal,house-PL,houses,
negi1245-GB039,negi1245,,moji-sal,horse-PL,horses,
negi1245-GB044,negi1245,,adeli-sal,net-PL,nets,
negi1245-GB044,negi1245,,džo:-sal,house-PL,houses,
negi1245-GB044,negi1245,,moji-sal,horse-PL,horses,
negi1245-GB046,negi1245,,am-til,father-ASS,parents,
negi1245-GB049,negi1245,,egdi-wun,comb.hair-NMLZ,a comb,
negi1245-GB059,negi1245,,deli-nin,head-3SG,his head (part of his body),inalienable
negi1245-GB059,negi1245,,deli-ŋi-nin,head-ALIEN-3SG,his head (of the animal slaughtered by him),alienable
negi1245-GB059,negi1245,,taj del mojin-ŋi,that head horse-ALIEN,that head is the horses one,absolutive
negi1245-GB075,negi1245,,džo: ojo-du:-n,,on the house,
negi1245-GB075,negi1245,,ujkə daγa-la:-n,,near the door,
negi1245-GB080,negi1245,,va:-ča:-v,kill-PST-1SG,I killed.,
negi1245-GB083,negi1245,,va:-ča:-v,kill-PST-1SG,I killed.,
negi1245-GB086,negi1245,,bi-ǯə-,live-IPFV,to live (for a long time),
negi1245-GB086,negi1245,,čixa-s-,cut-PROG,be cutting,
negi1245-GB086,negi1245,,xoda-s-,,be selling,
negi1245-GB115,negi1245,,bu:-ma:t-/-č-,give-RECIP,give each other,
negi1245-GB115,negi1245,,va:-ma:t-/č-,kill-RECIP,kill each other,
negi1245-GB119,negi1245,,va:-dža bi-si-m,kill-FUT be-POT-1SG,I should kill.,
negi1245-GB119,negi1245,,va:-dža bi-si-s,kill-FUT be-POT-2SG,You should kill.,
negi1245-GB121,negi1245,,Ana:! Bəgdi-ji molkel-ča bi-si-m,oh leg-POSS.REFL.SG break-PTCP.PST be-PRSPST-1SG,Oh (it hurts)! I have broken my leg.,
negi1245-GB139,negi1245,,ə-xəl bu:-jə,NEG-IMP.2SG give-CONNEG,do not give (it)!,
negi1245-GB139,negi1245,,loxon-mi omŋo-čo bi-mi ə-čə ŋunu-jə,sword-POSS.REFL.SG forget-PTCP.PST be-CVB1 NEG-PST return-CONNEG,(he) left his sword and did not return,
negi1245-GB139,negi1245,,taj bəjə ə-ti ŋɵ:lə-jə bi-čə-n,that man NEG-PTCP.PRS be.afraid-CONNEG be-PST-3SG,that man was not afraid,
negi1245-GB147,negi1245,,iče-v-,see-PASS,be seen,
negi1245-GB147,negi1245,,ujguli-du wa:-w-ča:-n,huge.bear-DAT kill-PASS-PST-3SG,(He) was killed by a huge bear.,
negi1245-GB147,negi1245,,va:-v-,kill-PASS,be killed,
negi1245-GB150,negi1245,,loxon-mi omŋo-čo bi-mi ə-čə ŋunu-jə,sword-POSS.REFL.SG forget-PTCP.PST be-CVB1 NEG-PST return-CONNEG,(he) left his sword and did not return,
negi1245-GB155,negi1245,,iče-vka:n-,see-CAUS,let sb see,
negi1245-GB155,negi1245,,iče-vka:n-,see-CAUS,show,
negi1245-GB155,negi1245,,zepu-vka:t-/č-,eat-CAUS,ask to eat,
negi1245-GB160,negi1245,,bagda-bagda,white~INTS,very white,
negi1245-GB160,negi1245,,tak-tax,keep~INTS,to keep tight,
negi1245-GB160,negi1245,,xola-xola,red~INTS,very red,
negi1245-GB184,negi1245,,bajan bəje-l,rich person-PL,rich people,
negi1245-GB187,negi1245,,bejax-ka:n,river-DIM,small river,
negi1245-GB187,negi1245,,bejax-ka:n,river-DIM,stream,
negi1245-GB187,negi1245,,dət-ka:n,swamp-DIM,small swamp,
negi1245-GB188,negi1245,,bəje-ndže,human-AUG,a huge human,
negi1245-GB188,negi1245,,bəje-xa:ja:,human-AUG,a huge human,
negi1245-GB253,negi1245,,taj bəjə-l-du hute-tin bi-ča-n,that person-PL-DAT offspring-POSS.3PL be-PST-3SG,Those people had a child,
negi1245-GB263,negi1245,,čewka:ŋ-ŋa-s ǯəb-ǯə-m=ŋu,little.bird-ACC.DEF-POSS.2SG eat-FUT-1SG=Q,May I eat your little bird?,
negi1245-GB266,negi1245,,bi axinmi: məjγəndukkin ajadži məjγəlko:n bisim,1SG brother.own mind better mind.POSS be,I'm cleverer than my brother.,
negi1245-GB266,negi1245,,вolin bʊga bəjə-l-dukki-n maŋga bəjə a:čin,middle place man-PL-ABL-POSS.3SG strong man NEG.EXIST,There are no people stronger than people of the middle land.,
negi1245-GB298,negi1245,,ε-čev va:ja,NEG-PST.1SG kill.PTCP,I didnt kill,
negi1245-GB298,negi1245,,ε-sim va:ja,NEG-PRS.1SG kill.PTCP ,I don't kill,
negi1245-GB298,negi1245,,ε-ta:m va:ja,NEG-FUT.1SG kill.PTCP,I wont kill,
negi1245-GB298,negi1245,,ε-xεl va:ja,NEG-PRS.1SG kill.PTCP,don't kill!,
negi1245-GB304,negi1245,,ujguli-du wa:-w-ča:-n,huge.bear-DAT kill-PASS-PST-3SG,(He) was killed by a huge bear.,
negi1245-GB305,negi1245,,ma:nmi:,REFL.SG,oneself (SG),
negi1245-GB305,negi1245,,ma:nmoj,REFL.PL,oneself (PL),
negi1245-GB309,negi1245,,amban minə-wə ǯəpu-l-lə-n,devil 1SG-ACC.DEF eat-PROSP-PRSPST-3SG,the devil is about to eat me up,near future
negi1245-GB309,negi1245,,sunə-wə ǯəpu-l-ǯa:-n ,2PL-ACC.DEF eat-INCH-FUT-3SG,he will eat you (pl.),distant future
negi1245-GB309,negi1245,,va-ča bi-si-m,kill-PST be-PST-1SG,I had killed.,pluperfect
negi1245-GB309,negi1245,,va:-ča:-v,kill-PST-1SG,I killed.,past
negi1245-GB312,negi1245,,iče-itče-,see-VOL,be striving to see,
negi1245-GB312,negi1245,,iče-mu-si-,see-VOL-VOL,be willing to see,
negi1245-GB313,negi1245,,bittε,1PL.INCL,we,
negi1245-GB313,negi1245,,min,1SG,I,
negi1245-GB313,negi1245,,mun,1PL.EXCL,we,
negi1245-GB313,negi1245,,noŋan,3SG,he/she,
negi1245-GB313,negi1245,,noŋatil,3PL,they,
negi1245-GB313,negi1245,,sin,2SG,you,
negi1245-GB313,negi1245,,sun,2PL,you,
negi1245-GB324,negi1245,,ni: əmə-ča:,who come-PST,who has come?,
negi1245-GB333,negi1245,,diγin džan,four ten,fourty,
negi1245-GB333,negi1245,,elan džan,three ten,thirty,
negi1245-GB333,negi1245,,nadan džan,seven ten,seventy,
negi1245-GB333,negi1245,,nuŋun džan,six ten,sixty,
negi1245-GB333,negi1245,,tonŋa džan,five ten,fifty,
negi1245-GB334,negi1245,,diγin,four,four,
negi1245-GB334,negi1245,,džan,ten,ten,
negi1245-GB334,negi1245,,džapkun,eight,eight,
negi1245-GB334,negi1245,,džu:l,two,two,
negi1245-GB334,negi1245,,elan,three,three,
negi1245-GB334,negi1245,,ijeγin,nine,nine,
negi1245-GB334,negi1245,,nadan,seven,seven,
negi1245-GB334,negi1245,,nuŋun,six,six,
negi1245-GB334,negi1245,,omon,one,one,
negi1245-GB334,negi1245,,tonŋa,five,five,
negi1245-GB335,negi1245,,diγin džan,four ten,fourty,
negi1245-GB335,negi1245,,džapkun džan,eight ten,eighty,
negi1245-GB335,negi1245,,nuŋun džan,six ten,sixty,
negi1245-GB433,negi1245,,deli-nin,head-3SG,his head (part of his body),inalienable
negi1245-GB433,negi1245,,deli-ŋi-nin,head-ALIEN-3SG,his head (of the animal slaughtered by him),alienable
negi1245-GB433,negi1245,,taj del mojin-ŋi,that head horse-ALIEN ,that head is the horses one,absolutive
negi1245-TE005,negi1245,,ŋaŋta,fir.tree,fir-tree,
negi1245-TE019,negi1245,,bi,1SG.NOM,I,
negi1245-TE019,negi1245,,min,1SG.OBL,me,
negi1245-TE050,negi1245,,džu:-təl bọjə-vọ,two-DISTR person-ACC,two people,
negi1245-TE066,negi1245,,si əgdiŋə mu:lək-kə ǯawa-xal,2SG big bucket-ACC.DEF take-IMP.2SG,take a big bucket,
negi1245-TS001,negi1245,,džu:-təl bọjə-vọ,two-DISTR person-ACC,two people,
negi1245-TS007,negi1245,,bajan bəje-l,rich person-PL,rich people,
nort2690-GB021,nort2690,,bir yctysi at,one good horse,a/one good horse,
nort2690-GB254,nort2690,,aka-m-niŋ üčta båla-lar-i bar,brother-1SG-GEN three child-PL-3 exist,My brother has three children,
nort2690-GB275,nort2690,,naq almadan sirin-raq,pear apple-ABL sweet-COMP,The pear is sweeter than the apple,
nort2690-GB522,nort2690,,kitab-ni oqigani kel-di,book-ACC read come-PST,(S)he felt like reading the (whole) book.,
nort2690-TE050,nort2690,,üčta båla,three child,three children,
nort2697-GB026,nort2697,,*ev män-dä gözäl-dir,house 1SG-LOC nice-PRED,My house is nice.,
nort2697-GB026,nort2697,,män-im ev-im gözäl-dir,1SG-GEN house-1SG nice-PRED,My house is nice.,
nort2697-GB027,nort2697,,orxan vä їqor,Orhan and Igor,Orhan and Igor,
nort2697-GB027,nort2697,,їqor Orxan ilä,Orhan Igor with,Orhan with Igor,
nort2697-GB035,nort2697,bu,bu,this,this,
nort2697-GB035,nort2697,o,o,that,that,
nort2697-GB068,nort2697,,aγ yumurta,white egg,a white egg,
nort2697-GB069,nort2697,,aγ yumurta,white egg,a white egg,
nort2697-GB069,nort2697,,yumurta aγ idi,egg white be.PST,The egg was white,
nort2697-GB069,nort2697,,yumurta aγdır,egg white.be,The egg is white,
nort2697-GB126,nort2697,,kitab masa-da-dïr,book table-LOC-PRED,The book is on the table.,
nort2697-GB126,nort2697,,kitab masa-nïn üstündä-dir,book table-GEN be.on-PRED,The book is on the table.,
nort2697-GB126,nort2697,,män-im pišiy-ïm var,1SG-POSS.1SG cat-POSS.1SG be,I have a cat.,
nort2697-GB126,nort2697,,stäkan masa-da-dïr,glass table-LOC-PRED,The glass is on the table.,
nort2697-GB126,nort2697,,stäkan masa-nïn üstündä,glass table-GEN be.on,The glass is on the table.,
nort2697-GB126,nort2697,,stäkan masa-nïn üstündä-dir,glass table-GEN be.on-PRED,The glass is on the table.,
nort2697-GB135,nort2697,,o istäjir-di ki körpä bala-lar-ї išїġlї kün üzünä häsrät ġal-ma-sїn,3SG want-PST COMP blind child-PL-ACC light day ? ? stay-NEG-OPT,He wanted her babies not to be deprived of the light day.,
nort2697-GB139,nort2697,,kitab-i oxu-ma,book-ACC read-NEG,don't read the book!,
nort2697-GB139,nort2697,,sen kitab oxu-mur-san,2SG book read-NEG-2SG,You don't read a book.,
nort2697-GB146,nort2697,,o özünü pis hiss edir,3SG REFL bad feeling do.PRS,He feels bad.,
nort2697-GB146,nort2697,,o xästälänib,3SG ill,He is ill.,
nort2697-GB159,nort2697,,dästä-dästä čičäk,bunch-bunch flower,bunches and bunches of flowers,
nort2697-GB187,nort2697,,at-cїγaz,horse-DIM,a small horse,
nort2697-GB187,nort2697,,kitab-ča,book-DIM,,
nort2697-GB187,nort2697,,kitab-cїġ,book-DIM,,
nort2697-GB204,nort2697,,bütün,all,all,
nort2697-GB204,nort2697,,bütün fählä-lär,all worker-PL,all workers,
nort2697-GB204,nort2697,,här,every,every,
nort2697-GB204,nort2697,,här bir xalġ,every one folk,every folk,
nort2697-GB252,nort2697,,män-dä kitab var,1SG-LOC book be,I have a book.,
nort2697-GB252,nort2697,,män-dä pišik var,1SG-LOC cat be,I have a cat.,
nort2697-GB254,nort2697,,män-im at-ïm var,1SG-POSS.1SG horse-POSS.1SG be,I have a horse.,
nort2697-GB254,nort2697,,män-im pišiy-ïm var,1SG-POSS.1SG cat-POSS.1SG be,I have a cat.,
nort2697-GB263,nort2697,,bïča-γïn joχ-dur ki,knife-2SG NEG-DUR Q,don't you have a knife?,
nort2697-GB266,nort2697,,bakї kirovabad-dan böyükiür,Baku Kirovabad-ABL big,Baku is bigger than Kirovabad.,
nort2697-GB276,nort2697,,män-dän daha yaxšї bir insan-sїn,1SG-ABL more good one person-2SG,You are a better person than me.,
nort2697-GB301,nort2697,,biz orxanla yemäk yemäyä gedirik,1PL Orhan eat eat go,Orhan and I are going to eat.,
nort2697-GB306,nort2697,,onlar bir-birlärini döyürlär,3PL one-another beat:PL,They beat each other.,
nort2697-GB306,nort2697,,onlar bir-birlärini ġucaġlayïrlar,3PL one-another hug:PL,They hug each other.,
nort2697-GB325,nort2697,,nä qädär su,how.much ? water,how much water?,
nort2697-GB325,nort2697,,nečä ädäd,how.many piece,How many pieces?,
nort2697-GB328,nort2697,,män ač-an gapї,1SG open-PTCP door,the door that I opened,
nort2697-GB401,nort2697,,men päncärä-ni qїr-d-їm,1SG window-ACC break-PST-1SG,I broke the window.,
nort2697-GB401,nort2697,,päncärä qїr-їl-dї,window break-ANTICAUS-PST,The window broke.,
nort2697-GB522,nort2697,,ġїz-ї öp-dü,girl kiss-PST,He kissed the girl.,
nort2697-GB522,nort2697,,sän-i sevir-äm,2SG-ACC love-1SG,I love you.,
nort2697-TE019,nort2697,,män,1SG.NOM,I,
nort2697-TE019,nort2697,mänä,mänä,1SG.DAT,me,
nort2697-TE019,nort2697,o,o,3SG.NOM,he/she,
nort2697-TE019,nort2697,ona,ona,3SG.DAT,her/him,
nort2697-TE027,nort2697,biz,biz,1PL,we,
nort2697-TE027,nort2697,bizlär,biz-lär,1PL-PL,we,
nort2697-TE054,nort2697,sən nə yedin,sən nə yedin,2SG what eat,What did you eat?,
nort2697-TE054,nort2697,siz yedin mi,siz yedin mi,2SG eat Q,Did you eat?,
nort2697-TS003,nort2697,bu oγlan,bu oγlan,this boy,this boy,
nort2697-TS007,nort2697,yaχšï adam,yaχšï adam,good man,a good person,
nort2697-TS009,nort2697,bütün fählälär,bütün fählä-lär,all worker-PL ,all workers,
nort2935-GB119,nort2935,,anma=ja wan=zi hon=ba ju-dɨ kurer-ju-n,mother=top 1SG=all2 book=acc read-med give-ipfv-adn,Mother reads a book for me.,
nort2935-GB123,nort2935,,na un ʔcju=ga sju:cju: s-ju-n-kana un mado=zja=ga:=cci,fil this person=nom concentration do-ipfv-adn-abl this between=cop=foc(?)=qt,(The boy stole pears) as the man was concentrating (on picking pears),
nucl1643-GB030,nucl1643,,kanojo,3SG.F,she,
nucl1643-GB030,nucl1643,,kare,3SG.M,he,
nucl1643-GB035,nucl1643,,ano,that.over.there,that over there,
nucl1643-GB035,nucl1643,,kono,this,this,
nucl1643-GB035,nucl1643,,sono,that,that,
nucl1643-GB044,nucl1643,,yasusi no musuko-ra,Yasusi GEN son-PL,Yasushis sons,
nucl1643-GB046,nucl1643,,nobuko-tati,Nobuko-PL,Nobuko and her friends,
nucl1643-GB057,nucl1643,,nihonjin ga futa-ri,Japanese NOM two-CLF,two Japanese,
nucl1643-GB068,nucl1643,,ano eiga wa omosiroka-tta,that movie TOP interesting-PST,That movie was interesting.,
nucl1643-GB069,nucl1643,,omosiroka-tta eiga,interesting-PST movie,an interesting movie,
nucl1643-GB117,nucl1643,,hotondo ga katei no shufu da,really NOM home GEN housewife be,Almost all are housewives.,
nucl1643-GB120,nucl1643,,o:kina meipo:ru no shita de hitobito ga odo-tte iru,big maypole GEN under LOC people NOM dance-PTCP exist,Under a big maypole people are dancing.,
nucl1643-GB126,nucl1643,,soto ni josei ga iru,outside DAT/LOC woman NOM exist,Theres a woman outside.,
nucl1643-GB133,nucl1643,,keisatu ga ken o tukamae-ta,police NOM Ken ACC catch-PST,The police caught Ken.,
nucl1643-GB134,nucl1643,,kimi-ni waka-tte-te mo ore-ni wakara-nai zo,2SG-DAT/LOC understand-PTCP-CONN even 1SG-DAT/LOC understand-NEG EMPH,Even if you understand I don't understand.,
nucl1643-GB139,nucl1643,,atashi kanojo shira-nai kedo,1SG 3SG know-NEG but,I don't know her but…,
nucl1643-GB139,nucl1643,,sonna koto kika-nai-de,like.this fact ask-NEG-PTCP,don't ask that kind of thing.,
nucl1643-GB139,nucl1643,,tabe-nai-de,eat-NEG-PTCP,don't eat!,
nucl1643-GB159,nucl1643,,yama-yama,mounatin-mountain ,mountains,
nucl1643-GB160,nucl1643,,tsugi-tsugi ni,next-next DAT,one after another,
nucl1643-GB160,nucl1643,,ware-ware,1PL-1PL,we,
nucl1643-GB250,nucl1643,,watasi wa kuruma o motte-iru,1SG TOP car ACC possess.PTCP-be,I have a car.,
nucl1643-GB252,nucl1643,,fujin to no aida ni ichi-nan san-jo ga iru,wife COM GEN within DAT/LOC one-son three-daughter NOM exist,With his wife he has one son and three daughters.,
nucl1643-GB252,nucl1643,,watasi ni wa ani ga iru,1SG DAT/LOC TOP brother NOM exist,I have a brother.,
nucl1643-GB253,nucl1643,,fujin to no aida ni ichi-nan san-jo ga iru,wife COM GEN within DAT/LOC one-son three-daughter NOM be,With his wife he has one son and three daughters.,
nucl1643-GB253,nucl1643,,watasi ni wa ani ga iru,1SG DAT/LOC TOP brother NOM exist,I have a brother.,
nucl1643-GB273,nucl1643,,gyu:niku ga butaniku yori yasui,beef NOM pork COMP cheap,Beef is cheaper than pork.,
nucl1643-GB299,nucl1643,,chu:shajo: wa nai,parking.space TOP NEG,There is no parking space.,
nucl1643-GB306,nucl1643,,(o)tagai,RECIP,each other,
nucl1643-GB324,nucl1643,,do:-si-te,how-do-MED,why,
nucl1643-GB329,nucl1643,,taro: wa neko ga nezumi o oikake-tei-ta no o tukamae-ta,Taroo TOP cat NOM mouse ACC chase-IPFV-PST GEN ACC catch-PST,Taroo caught the cat which was chasing the mouse. / Taroo caught the cat and the mouse which the cat was chasing. / Taroo caught the mouse which the cat was chasing.,
nucl1643-GB401,nucl1643,,fuku,breathe,breathe,
nucl1643-GB401,nucl1643,,masu,increas,increase,
nucl1643-GB408,nucl1643,,keisatu ga ken o tukamae-ta,police NOM Ken ACC catch-PST,The police caught Ken.,
nucl1643-GB408,nucl1643,,kondo wa kiji ga tonde-ki-mashi-ta,next TOP pheasant NOM fly-come-POL-PST,Next a pheasant came flying down to them.,
nucl1643-GB431,nucl1643,,wa-ga-kuni,1SG-GEN-country,my country,
nucl1643-GB519,nucl1643,,beki,supposed,supposed,
nucl1643-GB519,nucl1643,,nara,COND,if,
nucl1643-GB522,nucl1643,,uti e kaette ojiisan ni misete,home DIR/LOC return:INF old.man DAT/LOC show:INF,Ill take it home and show it to my husband.,
nucl1643-TE006,nucl1643,,ringo,apple,apple,
nucl1643-TE007,nucl1643,,ksuri,medicine,medicine,
nucl1643-TE008,nucl1643,,gaku,study,study,
nucl1643-TE008,nucl1643,,kaku,write,write,
nucl1643-TE037,nucl1643,,sin,new,new,
nucl1643-TE037,nucl1643,,zin,person,man,
nucl1643-TE037,nucl1643,,zin,person,person,
nucl1643-TE039,nucl1643,,su:zin,prisoner,prisoner,
nucl1643-TE039,nucl1643,,suzin,husband,husband,
nucl1643-TE053,nucl1643,,nihon ni,Japan DAT/LOC,in Japan,
nucl1643-TE053,nucl1643,,uti e kaette ojiisan ni misete,home DIR/LOC return:INF old.man DAT/LOC show:INF,Ill take it home and show it to my husband.,
nucl1643-TE066,nucl1643,,tabe-ro,eat-IMP,,
nucl1643-TE066,nucl1643,,tabe-ru,eat-INF,,
nucl1643-TS005,nucl1643,,anata no atama,2SG GEN head,your head,
nucl1643-TS005,nucl1643,,wa-ga-kuni,1SG-GEN-country,my country,
oira1262-GB027,oira1262,,xamuq burxa-n kige:d bodhi sadw-nar-tu mürügümüi,all budda-PL ? bodhi sattva-PL-DAT pray.?,I pray to all buddhas and bodhisattvas.,
oira1262-GB266,oira1262,,ene okin tenggeriyin okin e:ce mashi yeke ghayixamshiqtai bainam,this ? heaven ? ABL the.like much ? be,this girl is much more beautiful than a heavenly maiden,
okin1246-GB046,okin1246,,taro:-ta,Taro-ASS,Taroo and the others,
okin1246-GB047,okin1246,,šimoi-ši,put.away-NMLZ,the putting away/the person that puts away,
okin1246-GB048,okin1246,,šimoi-ši,put.away-NMLZ,the putting away/the person that puts away,
okin1246-GB059,okin1246,,šinši:=ga ti:,teacher=NOM/GEN hand,the hand of the teacher,
okin1246-GB070,okin1246,,ʔagu=nu minato=ntani ʔu:-ti kuri-ta-ŋ,friend=NOM port=LIM bring-MED BEN-PST-IND,My friend brought me to the port.,
okin1246-GB072,okin1246,,minato=ntani kuruma=ši ʔu:-ju-ŋ,port=LIM car=INS bring-NPST-IND,I will bring him to the port by car. ,
okin1246-GB082,okin1246,,ʔama=wa nama=kara ɸuku hadžim-i-ŋ,mother=TOP now=from clothes put.away-NPST-IND,Mother is going to put away the clothes now.,
okin1246-GB083,okin1246,,num+ta+mu,drink-PST-IND,drank,
okin1246-GB083,okin1246,,ʔokkaŋ=wa kinju ɸuju=nu ɸuku šimo-ta-mu,mother=TOP yesterday winter=GEN clothes put.away-PST-IND,Mother put the winter clothes away yesterday.,
okin1246-GB086,okin1246,,kago=gatši ʔiri-tu-ŋ=dja,basket=DIR put.in-PROG-IND=EMPH,Hes putting it in the basket.,
okin1246-GB086,okin1246,,nu-du-mu,drink-PROG-IND,to be drinking,
okin1246-GB113,okin1246,,nibu+ras+i+mu,sleep-CAUS-NPST-IND,to let sleep,
okin1246-GB113,okin1246,,šinse=nu warabi ʔik-aš-i-ŋ,teacher=NOM child go-CAUS-NPST-IND,The teacher makes the child go.,
okin1246-GB113,okin1246,,Ɂuŋk+ras+i+mu,move-CAUS-NPST-IND,to let move,
okin1246-GB117,okin1246,,nunsa ta:sa-nu çii =dža,very be.tall-ADN tree ASRT,That’s a very tall tree.,
okin1246-GB117,okin1246,,ʔorandadžiŋ jan-tu=du ʔoranda=nu muni gai-rar-i-ru,Dutchman COP-because=FOC Netherlands=GEN language say-POT-NPST-EMPH,Its because hes a Dutchman that he can speak Dutch. ,
okin1246-GB119,okin1246,,Masana=tu <ko:rju:> šii-buša:-mu=di,Masana=COM exchange do-DES-IND=QUOT,They said they want a cultural exchange with Masana.,
okin1246-GB120,okin1246,,nama ʔama=wa tanši=gatši kibara no:-tšu-mu,now mother=TOP cupboard=DIR clothes put.away-PROG-IND,Mother is putting away the clothes in the cupboard now.,
okin1246-GB122,okin1246,,Masana=tu <ko:rju:> šii-buša:-mu=di,Masana=COM exchange do-DES-IND=QUOT,They said they want a cultural exchange with Masana.,
okin1246-GB123,okin1246,,wan-tši deŋwa ši-ri=jo:,1SG-DIR phone do-IMP=ASRT,Give me a call.,
okin1246-GB126,okin1246,,ma:=ni u-nu ma:,there=LOC exist-ADN horse,The horse that is there.,
okin1246-GB139,okin1246,,num-a-mu,drink-NEG-IND,not drink,
okin1246-GB139,okin1246,,num-una,drink-PROH,don't drink!,
okin1246-GB139,okin1246,,šuwa: ši-nna,worries do-PROH,don't worry!,
okin1246-GB139,okin1246,,ʔanta ʔuri waka-ra-nu hadži,3PL that understand-NEG-ADN must,They must be unaware of that.,
okin1246-GB140,okin1246,,ʔanta ʔuri waka-ra-nu hadži,3PL that understand-NEG-ADN must,They must be unaware of that.,
okin1246-GB140,okin1246,,ʔanu tšu=wa šinse ʔana-mu,that person=FOC teacher COP.NEG-IND,That person is no teacher.,
okin1246-GB147,okin1246,,Mariko=ga Taro:=ni ʔabi-ra-tta-mu,Mariko=NOM Taroo=DAT to.call-PASS-PST-IND,Mariko was called by Taroo.,
okin1246-GB147,okin1246,,num-ar-i-mu,drink-PASS-NPST-IND,to be drunk,
okin1246-GB150,okin1246,,hagi=nu Ɂuŋka-ja=du kutši=mu Ɂŋk-i-ru,leg=NOM move-COND=FOC mouth=too move-NPST-EMPH,If your legs move your mouth will move too.,
okin1246-GB150,okin1246,,kago=gatši mu:ru=ši ʔiri-ti tura-tša-mu,basket=DIR all=INS put.in-MED BEN-PST-IND,All of them together put it in the basket for him.,
okin1246-GB150,okin1246,,ʔami=nu ɸu-ti=du šigotu=nu hakado:-rana a-ta-ŋ,rain=NOM to.fall-MED=FOC work=GEN to.advance-NEGCVB exist-PST-IND,Because of the rain the work didnt advance.,
okin1246-GB155,okin1246,,num+ras+i+mu,drink-CAUS-NPST-IND,to let drink,
okin1246-GB155,okin1246,,šinse=nu warabi=ni hoŋ jum-aš-i-ŋ,teacher=NOM child=DAT book read-CAUS-NPST-IND,The teacher makes the child read a book.,
okin1246-GB187,okin1246,,kwa-uši,child-cow,calf,
okin1246-GB263,okin1246,,Ɂuti-ta-nu kudamono=na,fall-PST-ADN fruit=Q,Is it a piece of fruit that fell?,
okin1246-GB273,okin1246,,ʔan tšu:=jo:ka tšurasa-nu tšu:=wa ʔu-ra-ŋ,that person=CMPR pretty-ADN person=TOP exist-NEG-IND,No one is prettier than that person.,
okin1246-GB275,okin1246,,ʔan tšu:=jo:ka tšurasa-nu tšu:=wa ʔu-ra-ŋ,that person=CMPR pretty-ADN person=TOP exist-NEG-IND,No one is prettier than that person.,
okin1246-GB276,okin1246,,ʔan tšu:=jo:ka tšurasa-nu tšu:=wa ʔu-ra-ŋ,that person=CMPR pretty-ADN person=TOP exist-NEG-IND,No one is prettier than that person.,
okin1246-GB304,okin1246,,Mariko=ga Taro:=ni ʔabi-ra-tta-mu,Mariko=NOM Taroo=DAT to.call-PASS-PST-IND,Mariko was called by Taroo.,
okin1246-GB305,okin1246,,du: ommika-tɕa-ŋ,self hit-PST-IND,He hit himself.,
okin1246-GB306,okin1246,,ho:ini renraku ši-ra,each.other contact do-HORT,Lets keep in touch with each other.,
okin1246-GB312,okin1246,,sadati ɸuku šimo-ri,first clothes put.away-IMP,Put the clothes away first!,
okin1246-GB313,okin1246,,ari=ga kuruma,3SG=NOM/GEN car,his car,
okin1246-GB323,okin1246,,ari=mu ʔik-i-mu=di,3SG=too go-NPST-IND=QUOT,I heard hes going too.,
